"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","FREQ.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"988835",12,"Frequency Version D","LION","ART","Study1","U",2825,"40",4139,"roar",57.142857142857,0
"w10051625_bcd",12,"Frequency Version D","LION","ART","Study1","U",5461,"7",4087,"",0,0
"w10051643",12,"Frequency Version D","LION","ART","Study1","U",3376,"67",4151,"scar",57.142857142857,0
"w214402_dns",12,"Frequency Version D","LION","ART","Study1","U",4122,"9",1304,"",0,0
"W217770_anr",12,"Frequency Version D","LION","ART","Study1","U",3629,"10",5930,"animal",22.222222222222,0
"w970697",12,"Frequency Version D","LION","ART","Study1","U",1884,"0",1505,"",0,0
"w973014",12,"Frequency Version D","LION","ART","Study1","U",26310,"5",5824,"King",0,0
"w996448_apb",12,"Frequency Version D","LION","ART","Study1","U",526,"20",2561,"king",0,0
"10029010",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",2632,"99",5099,"kidney",100,100
"984612",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",2975,"100",3635,"kidney",100,100
"988835",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",2181,"90",4168,"stomach",0,0
"w10051625_bcd",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",8897,"77",3892,"kidney",100,100
"w10051643",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",3684,"68",3279,"lung",20,0
"w214402_dns",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",3476,"21",1387,"",0,0
"W217770_anr",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",2005,"90",4765,"stomach",0,0
"w970697",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",2057,"100",4618,"kidney",100,100
"w973014",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",12298,"68",18590,"Kidney ",100,100
"w996448_apb",12,"Frequency Version D","LIVER","KIDNEY","Study1","S",592,"70",2901,"kidney",100,100
"10029010",12,"Frequency Version D","MONEY","WAGE","Study1","B",4749,"90",3176,"",0,0
"984612",12,"Frequency Version D","MONEY","WAGE","Study1","B",2985,"100",5774,"currency",16.66666667,0
"988835",12,"Frequency Version D","MONEY","WAGE","Study1","B",1391,"50",6547,"amount",20,0
"w10051625_bcd",12,"Frequency Version D","MONEY","WAGE","Study1","B",4224,"80",6030,"banker",40,0
"w10051643",12,"Frequency Version D","MONEY","WAGE","Study1","B",4342,"66",5066,"green",44.444444444444,0
"w214402_dns",12,"Frequency Version D","MONEY","WAGE","Study1","B",3281,"98",4338,"bank",25,0
"W217770_anr",12,"Frequency Version D","MONEY","WAGE","Study1","B",1640,"88",4117,"check",22.222222222222,0
"w970697",12,"Frequency Version D","MONEY","WAGE","Study1","B",2815,"100",3530,"bank",25,0
"w973014",12,"Frequency Version D","MONEY","WAGE","Study1","B",3869,"99",5332,"Bank",25,0
"w996448_apb",12,"Frequency Version D","MONEY","WAGE","Study1","B",1078,"10",2057,"maker",44.444444444444,0
"10029010",12,"Frequency Version D","NEWS","EDITOR","Study1","B",5979,"99",6481,"",0,0
"984612",12,"Frequency Version D","NEWS","EDITOR","Study1","B",3497,"100",5840,"story",54.54545455,0
"988835",12,"Frequency Version D","NEWS","EDITOR","Study1","B",3879,"100",4985,"editor",100,100
"w10051625_bcd",12,"Frequency Version D","NEWS","EDITOR","Study1","B",5675,"87",6269,"",0,0
"w10051643",12,"Frequency Version D","NEWS","EDITOR","Study1","B",7475,"64",7150,"channel",15.384615384615,0
"w214402_dns",12,"Frequency Version D","NEWS","EDITOR","Study1","B",2232,"78",1177,"",0,0
"W217770_anr",12,"Frequency Version D","NEWS","EDITOR","Study1","B",2292,"20",4692,"paper",36.363636363636,0
"w970697",12,"Frequency Version D","NEWS","EDITOR","Study1","B",2053,"100",2953,"",0,0
"w973014",12,"Frequency Version D","NEWS","EDITOR","Study1","B",4464,"99",6034,"Anchor ",33.333333333333,0
"w996448_apb",12,"Frequency Version D","NEWS","EDITOR","Study1","B",600,"30",2769,"paper",36.363636363636,0
"10029010",12,"Frequency Version D","OUT","WAY","Study1","B",7803,"99",4010,"in",0,0
"984612",12,"Frequency Version D","OUT","WAY","Study1","B",5214,"100",1563,"in",0,0
"988835",12,"Frequency Version D","OUT","WAY","Study1","B",3508,"0",2797,"in",0,0
"w10051625_bcd",12,"Frequency Version D","OUT","WAY","Study1","B",6771,"86",3359,"",0,0
"w10051643",12,"Frequency Version D","OUT","WAY","Study1","B",2829,"45",4140,"in",0,0
"w214402_dns",12,"Frequency Version D","OUT","WAY","Study1","B",2472,"11",1573,"in",0,0
"W217770_anr",12,"Frequency Version D","OUT","WAY","Study1","B",6025,"1",1661,"in",0,0
"w970697",12,"Frequency Version D","OUT","WAY","Study1","B",2527,"90",1126,"",0,0
"w973014",12,"Frequency Version D","OUT","WAY","Study1","B",18978,"70",3478,"In",0,0
"w996448_apb",12,"Frequency Version D","OUT","WAY","Study1","B",652,"60",3288,"field",0,0
"10029010",12,"Frequency Version D","PILOT","PLANE","Study1","F",6974,"89",7057,"plane",100,100
"984612",12,"Frequency Version D","PILOT","PLANE","Study1","F",3252,"100",2729,"plane",100,100
"988835",12,"Frequency Version D","PILOT","PLANE","Study1","F",1749,"100",3006,"plane",100,100
"w10051625_bcd",12,"Frequency Version D","PILOT","PLANE","Study1","F",10160,"89",3875,"airplane",76.923076923077,0
"w10051643",12,"Frequency Version D","PILOT","PLANE","Study1","F",3232,"86",6339,"plane ",100,100
"w214402_dns",12,"Frequency Version D","PILOT","PLANE","Study1","F",1847,"100",2393,"plane",100,100
"W217770_anr",12,"Frequency Version D","PILOT","PLANE","Study1","F",2093,"90",4662,"airplane",76.923076923077,0
"w970697",12,"Frequency Version D","PILOT","PLANE","Study1","F",2157,"80",4318,"plane",100,100
"w973014",12,"Frequency Version D","PILOT","PLANE","Study1","F",12986,"98",4883,"Plane",100,100
"w996448_apb",12,"Frequency Version D","PILOT","PLANE","Study1","F",564,"34",1955,"pete",44.444444444444,0
"10029010",12,"Frequency Version D","PLANT","ROOT","Study1","B",6107,"98",4329,"",0,0
"984612",12,"Frequency Version D","PLANT","ROOT","Study1","B",7653,"85",3680,"cactus",20,0
"988835",12,"Frequency Version D","PLANT","ROOT","Study1","B",2189,"100",4278,"root",100,100
"w10051625_bcd",12,"Frequency Version D","PLANT","ROOT","Study1","B",4494,"86",6493,"",0,0
"w10051643",12,"Frequency Version D","PLANT","ROOT","Study1","B",5982,"79",3483,"green",22.222222222222,0
"w214402_dns",12,"Frequency Version D","PLANT","ROOT","Study1","B",1586,"100",3540,"dandelion",15.384615384615,0
"W217770_anr",12,"Frequency Version D","PLANT","ROOT","Study1","B",2216,"80",22498,"flower",20,0
"w970697",12,"Frequency Version D","PLANT","ROOT","Study1","B",2091,"100",9080,"green",22.222222222222,0
"w973014",12,"Frequency Version D","PLANT","ROOT","Study1","B",3616,"99",7501,"Orchid",20,0
"w996448_apb",12,"Frequency Version D","PLANT","ROOT","Study1","B",511,"50",3476,"cactus",20,0
"10029010",12,"Frequency Version D","POSITION","MACHINE","Study1","U",5006,"99",11938,"job",0,0
"984612",12,"Frequency Version D","POSITION","MACHINE","Study1","U",8831,"75",2894,"area",36.36363636,0
"988835",12,"Frequency Version D","POSITION","MACHINE","Study1","U",10966,"20",1895,"",0,0
"w10051625_bcd",12,"Frequency Version D","POSITION","MACHINE","Study1","U",3727,"21",3614,"",0,0
"w10051643",12,"Frequency Version D","POSITION","MACHINE","Study1","U",6424,"34",3383,"",0,0
"w214402_dns",12,"Frequency Version D","POSITION","MACHINE","Study1","U",5504,"44",1150,"",0,0
"W217770_anr",12,"Frequency Version D","POSITION","MACHINE","Study1","U",10574,"88",11130,"catcher",57.142857142857,0
"w970697",12,"Frequency Version D","POSITION","MACHINE","Study1","U",2473,"0",1316,"",0,0
"w973014",12,"Frequency Version D","POSITION","MACHINE","Study1","U",16055,"25",21292,"Job",0,0
"w996448_apb",12,"Frequency Version D","POSITION","MACHINE","Study1","U",788,"50",2312,"title",33.333333333333,0
"10029010",12,"Frequency Version D","RACKET","BALL","Study1","F",4297,"0",8485,"ball",100,100
"984612",12,"Frequency Version D","RACKET","BALL","Study1","F",7602,"75",2541,"ball",100,100
"988835",12,"Frequency Version D","RACKET","BALL","Study1","F",3198,"70",1877,"ball",100,100
"w10051625_bcd",12,"Frequency Version D","RACKET","BALL","Study1","F",3804,"90",2966,"ball",100,100
"w10051643",12,"Frequency Version D","RACKET","BALL","Study1","F",5419,"78",2563,"ball",100,100
"w214402_dns",12,"Frequency Version D","RACKET","BALL","Study1","F",2764,"76",4524,"tennis",0,0
"W217770_anr",12,"Frequency Version D","RACKET","BALL","Study1","F",2658,"54",2799,"ball",100,100
"w970697",12,"Frequency Version D","RACKET","BALL","Study1","F",2947,"100",2663,"ball",100,100
"w973014",12,"Frequency Version D","RACKET","BALL","Study1","F",3961,"99",3597,"Ball",100,100
"w996448_apb",12,"Frequency Version D","RACKET","BALL","Study1","F",737,"10",2075,"ball",100,100
"10029010",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",6556,"90",11418,"rhyme",20,0
"984612",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",9902,"50",4879,"sugar",100,100
"988835",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",2390,"10",1333,"",0,0
"w10051625_bcd",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",7334,"3",1937,"",0,0
"w10051643",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",3629,"78",6561,"puzzle ",18.181818181818,0
"w214402_dns",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",2331,"99",2742,"joke",0,0
"W217770_anr",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",6925,"76",12192,"joke",0,0
"w970697",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",4338,"0",1189,"",0,0
"w973014",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",3796,"2",9634,"Me",0,0
"w996448_apb",12,"Frequency Version D","RIDDLE","SUGAR","Study1","U",635,"60",2933,"rhyme",20,0
"10029010",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",3011,"99",40753,"earth",16.666666666667,0
"984612",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",3343,"100",4324,"geology",100,100
"988835",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",3119,"80",6304,"hard",0,0
"w10051625_bcd",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",7660,"64",2268,"",0,0
"w10051643",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",4337,"56",2861,"rool",36.363636363636,0
"w214402_dns",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",3031,"99",1455,"",0,0
"W217770_anr",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",3322,"98",5353,"ground",30.769230769231,0
"w970697",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",2846,"100",3658,"",0,0
"w973014",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",5066,"44",4043,"Hard",0,0
"w996448_apb",12,"Frequency Version D","ROCK","GEOLOGY","Study1","B",624,"40",2416,"hard",0,0
"10029010",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",7715,"60",7257,"circle",100,100
"984612",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",3790,"100",2634,"circle",100,100
"988835",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",7110,"100",3193,"Game",20,0
"w10051625_bcd",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",5630,"74",3556,"circle",100,100
"w10051643",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",11005,"89",4778,"table ",36.363636363636,0
"w214402_dns",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",2683,"98",954,"",0,0
"W217770_anr",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",2108,"78",4460,"flat",20,0
"w970697",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",2298,"100",4083,"oval",20,0
"w973014",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",4670,"99",9802,"Circle ",100,100
"w996448_apb",12,"Frequency Version D","ROUND","CIRCLE","Study1","S",756,"20",2262,"table",36.363636363636,0
"10029010",12,"Frequency Version D","SACKING","DIETARY","Study1","U",7375,"95",7797,"new",20,0
"984612",12,"Frequency Version D","SACKING","DIETARY","Study1","U",5755,"25",6923,"bag",20,0
"988835",12,"Frequency Version D","SACKING","DIETARY","Study1","U",3716,"0",2804,"jam",20,0
"w10051625_bcd",12,"Frequency Version D","SACKING","DIETARY","Study1","U",11379,"6",2426,"",0,0
"w10051643",12,"Frequency Version D","SACKING","DIETARY","Study1","U",3605,"78",17211,"",0,0
"w214402_dns",12,"Frequency Version D","SACKING","DIETARY","Study1","U",4366,"1",857,"",0,0
"W217770_anr",12,"Frequency Version D","SACKING","DIETARY","Study1","U",9661,"38",12838,"attack",30.769230769231,0
"w970697",12,"Frequency Version D","SACKING","DIETARY","Study1","U",2454,"0",1815,"",0,0
"w973014",12,"Frequency Version D","SACKING","DIETARY","Study1","U",4651,"4",5426,"Backing",14.285714285714,0
"w996448_apb",12,"Frequency Version D","SACKING","DIETARY","Study1","U",1195,"20",2040,"",0,0
"10029010",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",4590,"99",13379,"veggie",30.769230769231,0
"984612",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",3168,"100",3618,"bar",0,0
"988835",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",3248,"100",2329,"lettuce",100,100
"w10051625_bcd",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",7034,"86",4479,"lettuce",100,100
"w10051643",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",2932,"80",6486,"lettuce ",100,100
"w214402_dns",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",1795,"100",3882,"lettuce",100,100
"W217770_anr",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",3671,"88",4538,"lettuce ",100,100
"w970697",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",1971,"100",4709,"healthy",28.571428571429,0
"w973014",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",13340,"99",9261,"Green",33.333333333333,0
"w996448_apb",12,"Frequency Version D","SALAD","LETTUCE","Study1","S",497,"30",3662,"",0,0
"10029010",12,"Frequency Version D","SEIZE","TAKE","Study1","F",8410,"95",7717,"",0,0
"984612",12,"Frequency Version D","SEIZE","TAKE","Study1","F",4161,"100",1770,"take",100,100
"988835",12,"Frequency Version D","SEIZE","TAKE","Study1","F",3174,"90",3072,"take",100,100
"w10051625_bcd",12,"Frequency Version D","SEIZE","TAKE","Study1","F",4512,"78",4666,"steal",44.444444444444,0
"w10051643",12,"Frequency Version D","SEIZE","TAKE","Study1","F",10322,"78",2397,"",0,0
"w214402_dns",12,"Frequency Version D","SEIZE","TAKE","Study1","F",3464,"70",3769,"take",100,100
"W217770_anr",12,"Frequency Version D","SEIZE","TAKE","Study1","F",3578,"80",2865,"size",25,0
"w970697",12,"Frequency Version D","SEIZE","TAKE","Study1","F",3920,"70",4711,"sleep",22.222222222222,0
"w973014",12,"Frequency Version D","SEIZE","TAKE","Study1","F",4864,"99",11331,"Food",0,0
"w996448_apb",12,"Frequency Version D","SEIZE","TAKE","Study1","F",2274,"40",348,"",0,0
"10029010",12,"Frequency Version D","SICK","HIDE","Study1","U",3843,"95",11544,"talk",0,0
"984612",12,"Frequency Version D","SICK","HIDE","Study1","U",4722,"75",5486,"cough",22.22222222,0
"988835",12,"Frequency Version D","SICK","HIDE","Study1","U",3191,"0",2149,"",0,0
"w10051625_bcd",12,"Frequency Version D","SICK","HIDE","Study1","U",10755,"9",3719,"hide",100,100
"w10051643",12,"Frequency Version D","SICK","HIDE","Study1","U",4568,"43",12471,"",0,0
"w214402_dns",12,"Frequency Version D","SICK","HIDE","Study1","U",4019,"1",855,"",0,0
"W217770_anr",12,"Frequency Version D","SICK","HIDE","Study1","U",2250,"69",2036,"cold",25,0
"w970697",12,"Frequency Version D","SICK","HIDE","Study1","U",2006,"0",1961,"",0,0
"w973014",12,"Frequency Version D","SICK","HIDE","Study1","U",7044,"45",5231,"Heal",50,0
"w996448_apb",12,"Frequency Version D","SICK","HIDE","Study1","U",902,"60",2928,"leave",22.222222222222,0
"10029010",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",14151,"99",30451,"look",0,0
"984612",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",4429,"75",4831,"location",28.57142857,0
"988835",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",4340,"10",2196,"",0,0
"w10051625_bcd",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",8522,"8",2500,"",0,0
"w10051643",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",3723,"32",2843,"see",44.444444444444,0
"w214402_dns",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",1866,"1",1312,"",0,0
"W217770_anr",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",2549,"67",2595,"see",44.444444444444,0
"w970697",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",2213,"0",3848,"eyes",40,0
"w973014",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",7914,"32",6454,"Seen",40,0
"w996448_apb",12,"Frequency Version D","SIGHT","DEBATE","Study1","U",574,"30",1617,"see",44.444444444444,0
"10029010",12,"Frequency Version D","SIP","DRINK","Study1","F",3142,"90",39595,"10029010",0,0
"984612",12,"Frequency Version D","SIP","DRINK","Study1","F",3883,"100",2641,"drink",100,100
"988835",12,"Frequency Version D","SIP","DRINK","Study1","F",12348,"90",2642,"drink",100,100
"w10051625_bcd",12,"Frequency Version D","SIP","DRINK","Study1","F",4398,"93",2923,"drink",100,100
"w10051643",12,"Frequency Version D","SIP","DRINK","Study1","F",9766,"56",3350,"drink ",100,100
"w214402_dns",12,"Frequency Version D","SIP","DRINK","Study1","F",1818,"88",2761,"drink",100,100
"W217770_anr",12,"Frequency Version D","SIP","DRINK","Study1","F",3622,"87",2985,"drink",100,100
"w970697",12,"Frequency Version D","SIP","DRINK","Study1","F",2314,"100",3136,"drink",100,100
"w973014",12,"Frequency Version D","SIP","DRINK","Study1","F",4980,"99",4627,"Drink",100,100
"w996448_apb",12,"Frequency Version D","SIP","DRINK","Study1","F",611,"50",329,"",0,0
"10029010",12,"Frequency Version D","SITE","LOCATION","Study1","S",4948,"95",10157,"location",100,100
"984612",12,"Frequency Version D","SITE","LOCATION","Study1","S",9320,"90",3384,"location",100,100
"988835",12,"Frequency Version D","SITE","LOCATION","Study1","S",2606,"100",3235,"",0,0
"w10051625_bcd",12,"Frequency Version D","SITE","LOCATION","Study1","S",4573,"70",3458,"",0,0
"w10051643",12,"Frequency Version D","SITE","LOCATION","Study1","S",2959,"26",2865,"web",0,0
"w214402_dns",12,"Frequency Version D","SITE","LOCATION","Study1","S",4654,"21",942,"",0,0
"W217770_anr",12,"Frequency Version D","SITE","LOCATION","Study1","S",5952,"90",2785,"land",50,0
"w970697",12,"Frequency Version D","SITE","LOCATION","Study1","S",2527,"100",3170,"",0,0
"w973014",12,"Frequency Version D","SITE","LOCATION","Study1","S",3531,"99",12901,"Design",28.571428571429,0
"w996448_apb",12,"Frequency Version D","SITE","LOCATION","Study1","S",1700,"67",4420,"unseen",14.285714285714,0
"10029010",12,"Frequency Version D","SODA","POP","Study1","S",5721,"99",4285,"pop",100,100
"984612",12,"Frequency Version D","SODA","POP","Study1","S",2449,"100",2297,"po[",66.66666667,0
"988835",12,"Frequency Version D","SODA","POP","Study1","S",3044,"100",1573,"Pop",100,100
"w10051625_bcd",12,"Frequency Version D","SODA","POP","Study1","S",4844,"67",2910,"pop",100,100
"w10051643",12,"Frequency Version D","SODA","POP","Study1","S",6150,"34",2914,"pop",100,100
"w214402_dns",12,"Frequency Version D","SODA","POP","Study1","S",2699,"99",3517,"pop",100,100
"W217770_anr",12,"Frequency Version D","SODA","POP","Study1","S",3156,"90",2157,"pop",100,100
"w970697",12,"Frequency Version D","SODA","POP","Study1","S",2997,"100",2138,"pop",100,100
"w973014",12,"Frequency Version D","SODA","POP","Study1","S",27072,"99",2499,"Pop",100,100
"w996448_apb",12,"Frequency Version D","SODA","POP","Study1","S",633,"50",341,"",0,0
"10029010",12,"Frequency Version D","STENCH","SMELL","Study1","F",8460,"99",5337,"smell",100,100
"984612",12,"Frequency Version D","STENCH","SMELL","Study1","F",6493,"100",2589,"smell",100,100
"988835",12,"Frequency Version D","STENCH","SMELL","Study1","F",2172,"100",2093,"smell",100,100
"w10051625_bcd",12,"Frequency Version D","STENCH","SMELL","Study1","F",6843,"73",3222,"smell",100,100
"w10051643",12,"Frequency Version D","STENCH","SMELL","Study1","F",3471,"67",3466,"stink",20,0
"w214402_dns",12,"Frequency Version D","STENCH","SMELL","Study1","F",3440,"77",3258,"smell",100,100
"W217770_anr",12,"Frequency Version D","STENCH","SMELL","Study1","F",3579,"78",2298,"odor",0,0
"w970697",12,"Frequency Version D","STENCH","SMELL","Study1","F",2677,"100",3382,"smell",100,100
"w973014",12,"Frequency Version D","STENCH","SMELL","Study1","F",6512,"99",687,"",0,0
"w996448_apb",12,"Frequency Version D","STENCH","SMELL","Study1","F",530,"40",1153,"",0,0
"10029010",12,"Frequency Version D","STING","HORNET","Study1","B",4176,"99",13262,"wasp",0,0
"984612",12,"Frequency Version D","STING","HORNET","Study1","B",4161,"75",5441,"hornet",100,100
"988835",12,"Frequency Version D","STING","HORNET","Study1","B",2755,"90",3337,"bee",22.222222222222,0
"w10051625_bcd",12,"Frequency Version D","STING","HORNET","Study1","B",10336,"71",2540,"wasp",0,0
"w10051643",12,"Frequency Version D","STING","HORNET","Study1","B",3345,"78",3733,"bee",22.222222222222,0
"w214402_dns",12,"Frequency Version D","STING","HORNET","Study1","B",3900,"99",3420,"wasp",0,0
"W217770_anr",12,"Frequency Version D","STING","HORNET","Study1","B",3716,"88",2843,"wasp",0,0
"w970697",12,"Frequency Version D","STING","HORNET","Study1","B",2241,"100",3280,"bee",22.222222222222,0
"w973014",12,"Frequency Version D","STING","HORNET","Study1","B",12486,"56",5428,"Hornet",100,100
"w996448_apb",12,"Frequency Version D","STING","HORNET","Study1","B",492,"30",1749,"bee",22.222222222222,0
"10029010",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",9423,"90",4519,"",0,0
"984612",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",4002,"100",7474,"back",0,0
"988835",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",2650,"95",3627,"digestion",100,100
"w10051625_bcd",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",4373,"87",3956,"digest",80,0
"w10051643",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",3639,"79",5663,"hurt",15.384615384615,0
"w214402_dns",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",2472,"88",3998,"digestion",100,100
"W217770_anr",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",3370,"98",5117,"digestine ",88.888888888889,100
"w970697",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",2160,"100",3390,"",0,0
"w973014",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",4164,"99",8076,"Digestion ",100,100
"w996448_apb",12,"Frequency Version D","STOMACH","DIGESTION","Study1","B",501,"30",1770,"ache",15.384615384615,0
"10029010",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",6511,"75",8153,"",0,0
"984612",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",5780,"100",9418,"communication",43.47826087,0
"988835",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",3053,"100",3578,"conversation",45.454545454545,0
"w10051625_bcd",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",5381,"78",3827,"",0,0
"w10051643",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",5812,"88",5480,"walk ",0,0
"w214402_dns",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",2211,"87",742,"",0,0
"W217770_anr",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",2925,"75",4053,"phone",26.666666666667,0
"w970697",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",2099,"100",5894,"communication",43.478260869565,0
"w973014",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",15620,"89",3131,"Yell",0,0
"w996448_apb",12,"Frequency Version D","TALK","DISCUSSION","Study1","B",1457,"45",2909,"",0,0
"10029010",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",6971,"99",37143,"sink",0,0
"984612",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",2592,"100",2696,"bathroom",100,100
"988835",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",1686,"100",3228,"bathroom",100,100
"w10051625_bcd",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",4247,"92",3567,"bathroom",100,100
"w10051643",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",4684,"80",6002,"tissue ",14.285714285714,0
"w214402_dns",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",1929,"100",11769,"bathroom",100,100
"W217770_anr",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",2532,"99",4740,"bathroom",100,100
"w970697",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",2077,"100",4171,"bathroom",100,100
"w973014",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",2862,"99",5281,"Paper ",30.769230769231,0
"w996448_apb",12,"Frequency Version D","TOILET","BATHROOM","Study1","S",414,"2",1664,"paper",30.769230769231,0
"10029010",12,"Frequency Version D","TUCK","ALLOW","Study1","U",4890,"99",10913,"hide",0,0
"984612",12,"Frequency Version D","TUCK","ALLOW","Study1","U",6593,"75",2469,"allow",100,100
"988835",12,"Frequency Version D","TUCK","ALLOW","Study1","U",3815,"60",1977,"allow",100,100
"w10051625_bcd",12,"Frequency Version D","TUCK","ALLOW","Study1","U",3855,"5",3061,"",0,0
"w10051643",12,"Frequency Version D","TUCK","ALLOW","Study1","U",9236,"32",4969,"shirt",0,0
"w214402_dns",12,"Frequency Version D","TUCK","ALLOW","Study1","U",3351,"19",430,"",0,0
"W217770_anr",12,"Frequency Version D","TUCK","ALLOW","Study1","U",31735,"20",2092,"fold ",22.222222222222,0
"w970697",12,"Frequency Version D","TUCK","ALLOW","Study1","U",2104,"0",990,"",0,0
"w973014",12,"Frequency Version D","TUCK","ALLOW","Study1","U",35593,"4",7628,"In",0,0
"w996448_apb",12,"Frequency Version D","TUCK","ALLOW","Study1","U",540,"70",2155,"",0,0
"10029010",12,"Frequency Version D","VASE","KING","Study1","U",12760,"90",6990,"down",25,0
"984612",12,"Frequency Version D","VASE","KING","Study1","U",5997,"50",6589,"plant",22.22222222,0
"988835",12,"Frequency Version D","VASE","KING","Study1","U",2565,"10",1739,"",0,0
"w10051625_bcd",12,"Frequency Version D","VASE","KING","Study1","U",4527,"4",2783,"",0,0
"w10051643",12,"Frequency Version D","VASE","KING","Study1","U",11830,"49",3842,"flower",0,0
"w214402_dns",12,"Frequency Version D","VASE","KING","Study1","U",4900,"45",2412,"flower",0,0
"W217770_anr",12,"Frequency Version D","VASE","KING","Study1","U",7898,"60",2413,"jar",0,0
"w970697",12,"Frequency Version D","VASE","KING","Study1","U",2310,"0",4845,"flower",0,0
"w973014",12,"Frequency Version D","VASE","KING","Study1","U",14324,"9",3722,"Base",0,0
"w996448_apb",12,"Frequency Version D","VASE","KING","Study1","U",495,"30",3199,"flower",0,0
"10029010",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",4239,"99",10034,"fight",13.333333333333,0
"984612",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",3309,"100",4177,"revolution",100,100
