"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","VC.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"10010801",2,"Version B","FEUD","FIGHT","Study2","F",3230,"3",2528,"family",36.363636363636,0
"992842",2,"Version B","FEUD","FIGHT","Study2","F",5373,"3",3606,"Fight",100,100
"w10039021",2,"Version B","FEUD","FIGHT","Study2","F",8069,"3",2907,"family",36.363636363636,0
"w10054968",2,"Version B","FEUD","FIGHT","Study2","F",6532,"3",753,"",0,0
"w10063994",2,"Version B","FEUD","FIGHT","Study2","F",4575,"3",4279,"Fight",100,100
"w630134",2,"Version B","FEUD","FIGHT","Study2","F",5109,"3",3268,"FAMILY",36.363636363636,0
"10010801",2,"Version B","FIGHT","BRAWL","Study2","B",4380,"2",1794,"win",25,0
"992842",2,"Version B","FIGHT","BRAWL","Study2","B",3165,"2",9739,"Fist",0,0
"w10039021",2,"Version B","FIGHT","BRAWL","Study2","B",2999,"2",8409,"hug",0,0
"w10054968",2,"Version B","FIGHT","BRAWL","Study2","B",8777,"2",396,"",0,0
"w10063994",2,"Version B","FIGHT","BRAWL","Study2","B",6557,"2",3737,"flight",18.181818181818,0
"w630134",2,"Version B","FIGHT","BRAWL","Study2","B",3173,"2",2928,"FIST",0,0
"10010801",2,"Version B","FISH","SARDINE","Study2","B",3402,"4",2912,"stick",33.333333333333,0
"992842",2,"Version B","FISH","SARDINE","Study2","B",4847,"4",9644,"Rod",40,0
"w10039021",2,"Version B","FISH","SARDINE","Study2","B",3461,"4",5455,"shrimp",46.153846153846,0
"w10054968",2,"Version B","FISH","SARDINE","Study2","B",5401,"4",365,"",0,0
"w10063994",2,"Version B","FISH","SARDINE","Study2","B",10394,"4",4817,"Water",33.333333333333,0
"w630134",2,"Version B","FISH","SARDINE","Study2","B",4003,"4",4845,"BOWL",0,0
"10010801",2,"Version B","FLEA","TICK","Study2","S",2822,"3",1904,"tick",100,100
"992842",2,"Version B","FLEA","TICK","Study2","S",3259,"3",8480,"Mosquito",16.666666666667,0
"w10039021",2,"Version B","FLEA","TICK","Study2","S",4077,"3",2581,"flick",66.666666666667,0
"w10054968",2,"Version B","FLEA","TICK","Study2","S",10201,"3",401,"",0,0
"w10063994",2,"Version B","FLEA","TICK","Study2","S",5003,"3",3252,"Tick",100,100
"w630134",2,"Version B","FLEA","TICK","Study2","S",2732,"3",2488,"FROG",0,0
"10010801",2,"Version B","FRUIT","STRAWBERRY","Study2","B",6811,"4",3636,"vegetables",10,0
"992842",2,"Version B","FRUIT","STRAWBERRY","Study2","B",5304,"4",3022,"Passion",11.764705882353,0
"w10039021",2,"Version B","FRUIT","STRAWBERRY","Study2","B",5712,"4",3718,"apple",26.666666666667,0
"w10054968",2,"Version B","FRUIT","STRAWBERRY","Study2","B",11754,"4",1743,"",0,0
"w10063994",2,"Version B","FRUIT","STRAWBERRY","Study2","B",8314,"4",12233,"vegetable",10.526315789474,0
"w630134",2,"Version B","FRUIT","STRAWBERRY","Study2","B",4463,"4",2472,"APPLE",26.666666666667,0
"10010801",2,"Version B","FURRY","DOG","Study2","F",2921,"2",2471,"friend",22.222222222222,0
"992842",2,"Version B","FURRY","DOG","Study2","F",1999,"2",3196,"Friend",22.222222222222,0
"w10039021",2,"Version B","FURRY","DOG","Study2","F",4467,"2",5225,"racoon",22.222222222222,0
"w10054968",2,"Version B","FURRY","DOG","Study2","F",7820,"2",646,"",0,0
"w10063994",2,"Version B","FURRY","DOG","Study2","F",20057,"2",25427,"Soft",28.571428571429,0
"w630134",2,"Version B","FURRY","DOG","Study2","F",5203,"2",7041,"FIZZY",0,0
"10010801",2,"Version B","FUZZY","BANG","Study2","U",2429,"2",3097,"feeling",36.363636363636,0
"992842",2,"Version B","FUZZY","BANG","Study2","U",2931,"2",2927,"Taco",25,0
"w10039021",2,"Version B","FUZZY","BANG","Study2","U",3165,"2",3495,"rough",22.222222222222,0
"w10054968",2,"Version B","FUZZY","BANG","Study2","U",5111,"2",408,"",0,0
"w10063994",2,"Version B","FUZZY","BANG","Study2","U",4456,"3",3083,"",0,0
"w630134",2,"Version B","FUZZY","BANG","Study2","U",3244,"2",4772,"FLIP",0,0
"10010801",2,"Version B","GIVE","STEAK","Study2","U",2781,"4",1576,"take",66.666666666667,100
"992842",2,"Version B","GIVE","STEAK","Study2","U",3354,"4",6679,"",0,0
"w10039021",2,"Version B","GIVE","STEAK","Study2","U",2996,"3",2403,"take",66.666666666667,100
"w10054968",2,"Version B","GIVE","STEAK","Study2","U",4931,"4",148,"",0,0
"w10063994",2,"Version B","GIVE","STEAK","Study2","U",4869,"4",4865,"get",25,0
"w630134",2,"Version B","GIVE","STEAK","Study2","U",4483,"4",2757,"GAS",25,0
"10010801",2,"Version B","GLASS","BREAKABLE","Study2","B",5115,"5",2307,"ice",16.666666666667,0
"992842",2,"Version B","GLASS","BREAKABLE","Study2","B",6877,"5",2562,"Mirror",13.333333333333,0
"w10039021",2,"Version B","GLASS","BREAKABLE","Study2","B",8045,"5",4582,"mirror",13.333333333333,0
"w10054968",2,"Version B","GLASS","BREAKABLE","Study2","B",16403,"5",1498,"",0,0
"w10063994",2,"Version B","GLASS","BREAKABLE","Study2","B",7115,"5",5709,"break",71.428571428571,0
"w630134",2,"Version B","GLASS","BREAKABLE","Study2","B",8627,"5",2427,"GREEN",42.857142857143,0
"10010801",2,"Version B","GONE","AWAY","Study2","S",2432,"4",2540,"girl",0,0
"992842",2,"Version B","GONE","AWAY","Study2","S",6676,"4",2007,"Bye",28.571428571429,0
"w10039021",2,"Version B","GONE","AWAY","Study2","S",135584,"4",2641,"here",0,0
"w10054968",2,"Version B","GONE","AWAY","Study2","S",9698,"4",655,"",0,0
"w10063994",2,"Version B","GONE","AWAY","Study2","S",5318,"4",10089,"",0,0
"w630134",2,"Version B","GONE","AWAY","Study2","S",3325,"4",4039,"GULP",0,0
"10010801",2,"Version B","HONEST","TRUTHFUL","Study2","B",3343,"4",3761,"opinion",0,0
"992842",2,"Version B","HONEST","TRUTHFUL","Study2","B",7308,"4",4888,"Truth",76.923076923077,0
"w10039021",2,"Version B","HONEST","TRUTHFUL","Study2","B",4664,"4",2161,"lie",18.181818181818,0
"w10054968",2,"Version B","HONEST","TRUTHFUL","Study2","B",12467,"4",362,"",0,0
"w10063994",2,"Version B","HONEST","TRUTHFUL","Study2","B",8422,"4",4654,"Truth",76.923076923077,0
"w630134",2,"Version B","HONEST","TRUTHFUL","Study2","B",3840,"4",2167,"HAVE",16.666666666667,0
"10010801",2,"Version B","INCENSE","SMELL","Study2","F",3761,"4",2014,"burn",0,0
"992842",2,"Version B","INCENSE","SMELL","Study2","F",4434,"4",4408,"Candle",18.181818181818,0
"w10039021",2,"Version B","INCENSE","SMELL","Study2","F",4911,"4",1408,"",0,0
"w10054968",2,"Version B","INCENSE","SMELL","Study2","F",6545,"4",515,"",0,0
"w10063994",2,"Version B","INCENSE","SMELL","Study2","F",5842,"4",2710,"",0,0
"w630134",2,"Version B","INCENSE","SMELL","Study2","F",3444,"4",3250,"INCH",0,0
"10010801",2,"Version B","JUSTICE","MAROON","Study2","U",4099,"6",2546,"league",16.666666666667,0
"992842",2,"Version B","JUSTICE","MAROON","Study2","U",4396,"6",2878,"Right",18.181818181818,0
"w10039021",2,"Version B","JUSTICE","MAROON","Study2","U",8938,"6",2386,"system",16.666666666667,0
"w10054968",2,"Version B","JUSTICE","MAROON","Study2","U",6260,"6",3056,"",0,0
"w10063994",2,"Version B","JUSTICE","MAROON","Study2","U",7002,"6",4120,"judge",0,0
"w630134",2,"Version B","JUSTICE","MAROON","Study2","U",4527,"6",4062,"COURT",18.181818181818,0
"10010801",2,"Version B","KEYS","JOKE","Study2","U",3136,"3",2218,"loan",25,0
"992842",2,"Version B","KEYS","JOKE","Study2","U",3127,"3",4065,"Locked",60,0
"w10039021",2,"Version B","KEYS","JOKE","Study2","U",3811,"3",3557,"piano",22.222222222222,0
"w10054968",2,"Version B","KEYS","JOKE","Study2","U",18543,"3",756,"",0,0
"w10063994",2,"Version B","KEYS","JOKE","Study2","U",3730,"3",5457,"lock",50,0
"w630134",2,"Version B","KEYS","JOKE","Study2","U",2626,"3",2173,"KING",25,0
"10010801",2,"Version B","LEASE","TOIL","Study2","U",2874,"5",4141,"own",28.571428571429,0
"992842",2,"Version B","LEASE","TOIL","Study2","U",8323,"5",4776,"Rent",25,0
"w10039021",2,"Version B","LEASE","TOIL","Study2","U",12302,"5",6784,"List",25,100
"w10054968",2,"Version B","LEASE","TOIL","Study2","U",5149,"5",178,"",0,0
"w10063994",2,"Version B","LEASE","TOIL","Study2","U",31479,"5",8148,"Borrow",20,0
"w630134",2,"Version B","LEASE","TOIL","Study2","U",3752,"5",3279,"LEAST",22.222222222222,0
"10010801",2,"Version B","LISTEN","FICTION","Study2","U",3188,"5",3532,"carefully",12.5,0
"992842",2,"Version B","LISTEN","FICTION","Study2","U",4582,"5",4467,"Ear",0,0
"w10039021",2,"Version B","LISTEN","FICTION","Study2","U",4293,"5",2338,"hear",0,0
"w10054968",2,"Version B","LISTEN","FICTION","Study2","U",5868,"5",611,"",0,0
"w10063994",2,"Version B","LISTEN","FICTION","Study2","U",6763,"5",2854,"Hear",0,0
"w630134",2,"Version B","LISTEN","FICTION","Study2","U",4392,"5",2402,"LOST",18.181818181818,0
"10010801",2,"Version B","LITTER","TRASH","Study2","F",3167,"3",1742,"box",0,0
"992842",2,"Version B","LITTER","TRASH","Study2","F",3564,"3",2731,"Cat",25,0
"w10039021",2,"Version B","LITTER","TRASH","Study2","F",4018,"3",10139,"box",0,0
"w10054968",2,"Version B","LITTER","TRASH","Study2","F",5306,"3",190,"",0,0
"w10063994",2,"Version B","LITTER","TRASH","Study2","F",5734,"3",6716,"Trash",100,100
"w630134",2,"Version B","LITTER","TRASH","Study2","F",6827,"3",3451,"LIP",0,0
"10010801",2,"Version B","LOAN","SIGN","Study2","U",2108,"3",6774,"money",22.222222222222,0
"992842",2,"Version B","LOAN","SIGN","Study2","U",4813,"3",3370,"Money",22.222222222222,0
"w10039021",2,"Version B","LOAN","SIGN","Study2","U",4225,"3",5078,"money",22.222222222222,0
"w10054968",2,"Version B","LOAN","SIGN","Study2","U",16575,"3",43,"",0,0
"w10063994",2,"Version B","LOAN","SIGN","Study2","U",4637,"3",5780,"borrow",0,0
"w630134",2,"Version B","LOAN","SIGN","Study2","U",2826,"3",1950,"LIVE",25,0
"10010801",2,"Version B","LOUD","NOISE","Study2","S",4535,"5",2746,"speaker",33.333333333333,0
"992842",2,"Version B","LOUD","NOISE","Study2","S",3219,"5",4444,"Noise",100,100
"w10039021",2,"Version B","LOUD","NOISE","Study2","S",3704,"5",3166,"Noise",100,100
"w10054968",2,"Version B","LOUD","NOISE","Study2","S",5744,"5",417,"",0,0
"w10063994",2,"Version B","LOUD","NOISE","Study2","S",6623,"5",4839,"Quiet",40,0
"w630134",2,"Version B","LOUD","NOISE","Study2","S",3520,"5",10223,"QUIET",40,0
"10010801",2,"Version B","MAIN","SCAR","Study2","U",3367,"3",1904,"street",40,0
"992842",2,"Version B","MAIN","SCAR","Study2","U",3112,"3",3087,"Street",40,0
"w10039021",2,"Version B","MAIN","SCAR","Study2","U",4104,"3",3441,"Dish",25,0
"w10054968",2,"Version B","MAIN","SCAR","Study2","U",4487,"3",1543,"",0,0
"w10063994",2,"Version B","MAIN","SCAR","Study2","U",6073,"3",5261,"",0,0
"w630134",2,"Version B","MAIN","SCAR","Study2","U",2263,"3",2689,"STREET",40,0
"10010801",2,"Version B","MASON","JAR","Study2","S",2135,"3",1459,"jar",100,100
"992842",2,"Version B","MASON","JAR","Study2","S",4801,"3",4035,"Jar",100,100
"w10039021",2,"Version B","MASON","JAR","Study2","S",4615,"3",3041,"jar",100,100
"w10054968",2,"Version B","MASON","JAR","Study2","S",8500,"3",509,"",0,0
"w10063994",2,"Version B","MASON","JAR","Study2","S",3586,"3",7286,"Jar",100,100
"w630134",2,"Version B","MASON","JAR","Study2","S",3457,"3",3540,"JAR",100,100
"10010801",2,"Version B","MAZE","ELECTION","Study2","U",3648,"6",2766,"graze",15.384615384615,0
"992842",2,"Version B","MAZE","ELECTION","Study2","U",6749,"6",6244,"",0,0
"w10039021",2,"Version B","MAZE","ELECTION","Study2","U",36387,"6",3888,"mouse",15.384615384615,0
"w10054968",2,"Version B","MAZE","ELECTION","Study2","U",7929,"6",413,"",0,0
"w10063994",2,"Version B","MAZE","ELECTION","Study2","U",10938,"6",2399,"",0,0
"w630134",2,"Version B","MAZE","ELECTION","Study2","U",4317,NA,2205,"MILD",16.666666666667,0
"10010801",2,"Version B","MEAT","OBTAIN","Study2","U",3318,"5",3424,"ball",40,0
"992842",2,"Version B","MEAT","OBTAIN","Study2","U",3257,"5",2336,"Balls",36.363636363636,0
"w10039021",2,"Version B","MEAT","OBTAIN","Study2","U",5934,"5",4969,"chicken",30.769230769231,0
"w10054968",2,"Version B","MEAT","OBTAIN","Study2","U",6730,"5",210,"",0,0
"w10063994",2,"Version B","MEAT","OBTAIN","Study2","U",7661,"5",5511,"",0,0
"w630134",2,"Version B","MEAT","OBTAIN","Study2","U",5842,"5",1749,"MEAN",40,0
"10010801",2,"Version B","MIRROR","CHILDREN","Study2","U",3581,"4",2026,"wall",16.666666666667,0
"992842",2,"Version B","MIRROR","CHILDREN","Study2","U",6067,"4",8580,"Room",16.666666666667,0
"w10039021",2,"Version B","MIRROR","CHILDREN","Study2","U",5339,"4",2871,"glass",15.384615384615,0
"w10054968",2,"Version B","MIRROR","CHILDREN","Study2","U",9364,"4",150,"",0,0
"w10063994",2,"Version B","MIRROR","CHILDREN","Study2","U",13493,"4",5275,"Reflection",33.333333333333,0
"w630134",2,"Version B","MIRROR","CHILDREN","Study2","U",39483,"4",2624,"IMGE",33.333333333333,0
"10010801",2,"Version B","MOAT","CLEAR","Study2","U",3427,"4",2356,"water",40,0
"992842",2,"Version B","MOAT","CLEAR","Study2","U",3548,"4",2830,"Goat",22.222222222222,0
"w10039021",2,"Version B","MOAT","CLEAR","Study2","U",3629,"4",2011,"",0,0
"w10054968",2,"Version B","MOAT","CLEAR","Study2","U",5320,"4",190,"",0,0
"w10063994",2,"Version B","MOAT","CLEAR","Study2","U",4236,"4",3720,"boat",22.222222222222,0
"w630134",2,"Version B","MOAT","CLEAR","Study2","U",4161,"4",3442,"FLOAT",40,0
"10010801",2,"Version B","MONEY","BANKER","Study2","B",2483,"4",1821,"cash",20,0
"992842",2,"Version B","MONEY","BANKER","Study2","B",3185,"4",7614,"Machine",46.153846153846,0
"w10039021",2,"Version B","MONEY","BANKER","Study2","B",4077,"4",2282,"heist",18.181818181818,0
"w10054968",2,"Version B","MONEY","BANKER","Study2","B",7779,"4",1075,"",0,0
"w10063994",2,"Version B","MONEY","BANKER","Study2","B",9342,"4",2915,"Cash",20,0
"w630134",2,"Version B","MONEY","BANKER","Study2","B",3527,"4",2242,"MAIN",40,0
"10010801",2,"Version B","MULE","DONKEY","Study2","F",2394,"4",3894,"donkey",100,100
"992842",2,"Version B","MULE","DONKEY","Study2","F",4849,"4",2145,"",0,0
"w10039021",2,"Version B","MULE","DONKEY","Study2","F",4715,"4",2533,"donkey",100,100
"w10054968",2,"Version B","MULE","DONKEY","Study2","F",5335,"4",396,"",0,0
"w10063994",2,"Version B","MULE","DONKEY","Study2","F",5100,"4",3390,"horse",36.363636363636,0
"w630134",2,"Version B","MULE","DONKEY","Study2","F",3655,"4",4516,"HORSE",36.363636363636,0
"10010801",2,"Version B","NAME","HATE","Study2","U",2716,"4",3950,"Hilary",40,0
"992842",2,"Version B","NAME","HATE","Study2","U",3815,"3",2418,"",0,0
"w10039021",2,"Version B","NAME","HATE","Study2","U",3813,"4",5146,"last",50,0
"w10054968",2,"Version B","NAME","HATE","Study2","U",4541,"4",287,"",0,0
"w10063994",2,"Version B","NAME","HATE","Study2","U",5400,"4",2985,"",0,0
"w630134",2,"Version B","NAME","HATE","Study2","U",2473,"4",3639,"NUMBER",20,0
"10010801",2,"Version B","OWN","HAVE","Study2","S",2395,"3",1930,"car",28.571428571429,0
"992842",2,"Version B","OWN","HAVE","Study2","S",2400,"3",5394,"Keep",25,0
"w10039021",2,"Version B","OWN","HAVE","Study2","S",3293,"3",4363,"",0,0
"w10054968",2,"Version B","OWN","HAVE","Study2","S",6655,"3",839,"",0,0
"w10063994",2,"Version B","OWN","HAVE","Study2","S",7545,"3",3022,"",0,0
"w630134",2,"Version B","OWN","HAVE","Study2","S",3090,"3",3004,"WON",0,0
"10010801",2,"Version B","PHONE","COMMUNICATION","Study2","S",5065,"8",2134,"number",10.526315789474,0
"992842",2,"Version B","PHONE","COMMUNICATION","Study2","S",6591,"8",2626,"Call",23.529411764706,0
"w10039021",2,"Version B","PHONE","COMMUNICATION","Study2","S",8877,"8",6077,"Charger",20,0
"w10054968",2,"Version B","PHONE","COMMUNICATION","Study2","S",11110,"8",395,"",0,0
"w10063994",2,"Version B","PHONE","COMMUNICATION","Study2","S",12868,"8",9435,"call",23.529411764706,0
"w630134",2,"Version B","PHONE","COMMUNICATION","Study2","S",7066,"8",2398,"NUMBER",10.526315789474,0
"10010801",2,"Version B","PLANE","AIRCRAFT","Study2","B",4740,"5",3142,"air",54.545454545455,0
"992842",2,"Version B","PLANE","AIRCRAFT","Study2","B",5147,"4",3999,"Crash",46.153846153846,0
"w10039021",2,"Version B","PLANE","AIRCRAFT","Study2","B",22134,"5",2235,"fly",18.181818181818,0
"w10054968",2,"Version B","PLANE","AIRCRAFT","Study2","B",7899,"5",861,"",0,0
"w10063994",2,"Version B","PLANE","AIRCRAFT","Study2","B",17656,"4",3162,"Train",30.769230769231,0
"w630134",2,"Version B","PLANE","AIRCRAFT","Study2","B",4687,"5",6184,"VAN",18.181818181818,0
"10010801",2,"Version B","POP","BALLOON","Study2","B",3152,"4",5237,"crackle",28.571428571429,0
"992842",2,"Version B","POP","BALLOON","Study2","B",5253,"4",4921,"Squirrel",13.333333333333,0
"w10039021",2,"Version B","POP","BALLOON","Study2","B",3716,"4",4415,"crackle",28.571428571429,0
"w10054968",2,"Version B","POP","BALLOON","Study2","B",4960,"4",386,"",0,0
"w10063994",2,"Version B","POP","BALLOON","Study2","B",5985,"4",3919,"sound",33.333333333333,0
"w630134",2,"Version B","POP","BALLOON","Study2","B",3602,"4",2239,"PIG",0,0
"10010801",2,"Version B","RAZOR","SHAVE","Study2","S",3016,"4",2822,"blade",40,0
"992842",2,"Version B","RAZOR","SHAVE","Study2","S",3550,"4",2682,"Sharp",60,0
"w10039021",2,"Version B","RAZOR","SHAVE","Study2","S",3885,"4",2072,"Shave",100,100
"w10054968",2,"Version B","RAZOR","SHAVE","Study2","S",6795,"4",670,"",0,0
"w10063994",2,"Version B","RAZOR","SHAVE","Study2","S",4903,"4",4803,"sharp",60,0
"w630134",2,"Version B","RAZOR","SHAVE","Study2","S",3379,"4",2952,"RAD",25,0
"10010801",2,"Version B","RIGHTS","EQUAL","Study2","S",3280,"4",2514,"taken",20,0
"992842",2,"Version B","RIGHTS","EQUAL","Study2","S",3460,"4",7002,"Justice",16.666666666667,0
"w10039021",2,"Version B","RIGHTS","EQUAL","Study2","S",9839,"4",4863,"civil",20,0
"w10054968",2,"Version B","RIGHTS","EQUAL","Study2","S",19656,"4",247,"",0,0
"w10063994",2,"Version B","RIGHTS","EQUAL","Study2","S",8640,"3",3294,"wrong",0,0
"w630134",2,"Version B","RIGHTS","EQUAL","Study2","S",3459,"4",2393,"RED",25,0
"10010801",2,"Version B","ROD","REEL","Study2","S",2505,"3",3370,"wave",25,0
"992842",2,"Version B","ROD","REEL","Study2","S",2502,"3",3454,"Stick",0,0
"w10039021",2,"Version B","ROD","REEL","Study2","S",7945,"3",3820,"wave",25,0
"w10054968",2,"Version B","ROD","REEL","Study2","S",4049,"3",561,"",0,0
"w10063994",2,"Version B","ROD","REEL","Study2","S",5361,"3",3933,"reel",100,100
"w630134",2,"Version B","ROD","REEL","Study2","S",2245,"3",4261,"RIPE",50,0
"10010801",2,"Version B","SAFETY","SEATBELT","Study2","S",4159,"5",1948,"first",30.769230769231,0
"992842",2,"Version B","SAFETY","SEATBELT","Study2","S",7581,"5",4699,"Hazard",14.285714285714,0
"w10039021",2,"Version B","SAFETY","SEATBELT","Study2","S",18071,"5",5833,"contro",14.285714285714,0
"w10054968",2,"Version B","SAFETY","SEATBELT","Study2","S",9651,"5",516,"",0,0
"w10063994",2,"Version B","SAFETY","SEATBELT","Study2","S",9916,"5",5891,"risk",16.666666666667,0
"w630134",2,"Version B","SAFETY","SEATBELT","Study2","S",4423,"5",2484,"SLEEP",30.769230769231,0
"10010801",2,"Version B","SCALP","HEAD","Study2","F",2165,"3",2445,"head",100,100
"992842",2,"Version B","SCALP","HEAD","Study2","F",2825,"3",1745,"",0,0
"w10039021",2,"Version B","SCALP","HEAD","Study2","F",3383,"3",1805,"hair",50,0
"w10054968",2,"Version B","SCALP","HEAD","Study2","F",5308,"3",834,"",0,0
"w10063994",2,"Version B","SCALP","HEAD","Study2","F",42970,"3",4502,"head",100,100
"w630134",2,"Version B","SCALP","HEAD","Study2","F",3259,"3",8446,"STEEL",22.222222222222,0
"10010801",2,"Version B","SHEARS","SCISSORS","Study2","F",3820,"4",2919,"scissors",100,100
"992842",2,"Version B","SHEARS","SCISSORS","Study2","F",8018,"4",4410,"Beers",30.769230769231,0
"w10039021",2,"Version B","SHEARS","SCISSORS","Study2","F",27451,"4",4340,"blinds",28.571428571429,0
"w10054968",2,"Version B","SHEARS","SCISSORS","Study2","F",11138,"4",153,"",0,0
"w10063994",2,"Version B","SHEARS","SCISSORS","Study2","F",8068,"4",4363,"Siccors",66.666666666667,100
"w630134",2,"Version B","SHEARS","SCISSORS","Study2","F",3864,"4",2782,"SHARE",30.769230769231,0
"10010801",2,"Version B","Shell","SHAKE","Study2","U",2447,"3",2970,"shock",60,0
"992842",2,"Version B","Shell","SHAKE","Study2","U",3745,"3",3310,"Station",33.333333333333,0
"w10039021",2,"Version B","Shell","SHAKE","Study2","U",5245,"3",4274,"snail",40,0
"w10054968",2,"Version B","Shell","SHAKE","Study2","U",18189,"3",10023,"",0,0
"w10063994",2,"Version B","Shell","SHAKE","Study2","U",79917,"3",13955,"",0,0
"w630134",2,"Version B","Shell","SHAKE","Study2","U",3393,"3",7711,"STATE",60,0
"10010801",2,"Version B","SHOELACE","TIE","Study2","F",4660,"6",2642,"white",50,0
"992842",2,"Version B","SHOELACE","TIE","Study2","F",14738,"5",3556,"Shoe",28.571428571429,0
"w10039021",2,"Version B","SHOELACE","TIE","Study2","F",8841,"6",4177,"Shoestring",15.384615384615,0
"w10054968",2,"Version B","SHOELACE","TIE","Study2","F",8527,"6",428,"",0,0
"w10063994",2,"Version B","SHOELACE","TIE","Study2","F",9227,"7",6447,"tie",100,100
"w630134",2,"Version B","SHOELACE","TIE","Study2","F",4874,"6",5359,"SHEEP",25,0
"10010801",2,"Version B","SLEEP","NAP","Study2","B",2321,"3",1503,"well",0,0
"992842",2,"Version B","SLEEP","NAP","Study2","B",2456,"3",3364,"Night",25,0
"w10039021",2,"Version B","SLEEP","NAP","Study2","B",2771,"3",15157,"awake",25,0
"w10054968",2,"Version B","SLEEP","NAP","Study2","B",6087,"3",124,"",0,0
"w10063994",2,"Version B","SLEEP","NAP","Study2","B",3569,"3",4669,"awake",25,0
"w630134",2,"Version B","SLEEP","NAP","Study2","B",2566,"3",2856,"WAKE",28.571428571429,0
"10010801",2,"Version B","STAR","ACTRESS","Study2","B",2902,"3",2025,"ship",18.181818181818,0
"992842",2,"Version B","STAR","ACTRESS","Study2","B",8339,"3",2199,"Light",16.666666666667,0
"w10039021",2,"Version B","STAR","ACTRESS","Study2","B",5025,"3",2881,"moon",0,0
"w10054968",2,"Version B","STAR","ACTRESS","Study2","B",6186,"3",219,"",0,0
"w10063994",2,"Version B","STAR","ACTRESS","Study2","B",6875,"3",3916,"bright",15.384615384615,0
"w630134",2,"Version B","STAR","ACTRESS","Study2","B",3341,"3",3123,"STING",16.666666666667,0
"10010801",2,"Version B","STRETCH","CLOTH","Study2","U",3021,"2",3348,"lean",22.222222222222,0
"992842",2,"Version B","STRETCH","CLOTH","Study2","U",6548,"2",3755,"Out",50,0
"w10039021",2,"Version B","STRETCH","CLOTH","Study2","U",18202,"2",2790,"bend",0,0
"w10054968",2,"Version B","STRETCH","CLOTH","Study2","U",7472,"2",393,"",0,0
"w10063994",2,"Version B","STRETCH","CLOTH","Study2","U",7999,"2",3362,"",0,0
"w630134",2,"Version B","STRETCH","CLOTH","Study2","U",3557,"2",2813,"THIN",44.444444444444,0
"10010801",2,"Version B","SUN","TAN","Study2","S",2545,"2",1721,"shine",25,0
"992842",2,"Version B","SUN","TAN","Study2","S",3675,"2",3633,"Rise",0,0
"w10039021",2,"Version B","SUN","TAN","Study2","S",4309,"2",3469,"star",57.142857142857,0
"w10054968",2,"Version B","SUN","TAN","Study2","S",3620,"2",116,"",0,0
"w10063994",2,"Version B","SUN","TAN","Study2","S",3986,"2",2953,"moon",28.571428571429,0
"w630134",2,"Version B","SUN","TAN","Study2","S",2667,"2",4626,"SAT",33.333333333333,0
"10010801",2,"Version B","TANTRUM","TEMPER","Study2","S",4762,"4",1779,"fit",22.222222222222,0
"992842",2,"Version B","TANTRUM","TEMPER","Study2","S",3229,"3",2679,"Baby",0,0
"w10039021",2,"Version B","TANTRUM","TEMPER","Study2","S",5948,"4",2560,"cry",22.222222222222,0
"w10054968",2,"Version B","TANTRUM","TEMPER","Study2","S",6858,"4",131,"",0,0
"w10063994",2,"Version B","TANTRUM","TEMPER","Study2","S",25030,"4",3140,"fit",22.222222222222,0
"w630134",2,"Version B","TANTRUM","TEMPER","Study2","S",6040,"4",2356,"FIT",22.222222222222,0
"10010801",2,"Version B","TEMPERATURE","Morning","Study2","U",5095,"7",1322,"hot",20,0
"992842",2,"Version B","TEMPERATURE","Morning","Study2","U",15040,"7",5415,"Tantrum",14.285714285714,0
"w10039021",2,"Version B","TEMPERATURE","Morning","Study2","U",12995,"7",2309,"hot",20,0
"w10054968",2,"Version B","TEMPERATURE","Morning","Study2","U",14341,"7",688,"",0,0
"w10063994",2,"Version B","TEMPERATURE","Morning","Study2","U",10621,"7",6009,"weather",14.285714285714,0
"w630134",2,"Version B","TEMPERATURE","Morning","Study2","U",6300,NA,2477,"TIME",18.181818181818,0
"10010801",2,"Version B","THREAD","THIMBLE","Study2","B",3279,"4",5740,"string",30.769230769231,0
"992842",2,"Version B","THREAD","THIMBLE","Study2","B",7151,"4",3482,"Needle",30.769230769231,0
"w10039021",2,"Version B","THREAD","THIMBLE","Study2","B",5717,"4",2612,"Needle",30.769230769231,0
"w10054968",2,"Version B","THREAD","THIMBLE","Study2","B",10774,"4",409,"",0,0
"w10063994",2,"Version B","THREAD","THIMBLE","Study2","B",7842,"4",2830,"",0,0
"w630134",2,"Version B","THREAD","THIMBLE","Study2","B",5028,"4",3309,"NEEDLE",30.769230769231,0
"10010801",2,"Version B","TRUTH","LIE","Study2","S",2554,"3",2110,"lie",100,100
"992842",2,"Version B","TRUTH","LIE","Study2","S",4229,"3",2839,"Honest",22.222222222222,0
"w10039021",2,"Version B","TRUTH","LIE","Study2","S",3214,"2",1688,"Lie",100,100
"w10054968",2,"Version B","TRUTH","LIE","Study2","S",11431,"3",6685,"honest",22.222222222222,0
"w10063994",2,"Version B","TRUTH","LIE","Study2","S",5839,"4",2453,"lie",100,100
"w630134",2,"Version B","TRUTH","LIE","Study2","S",3504,"3",2140,"DARE",28.571428571429,0
